time,id,start_date,end_date,activity,circumplex.arousal,circumplex.valence,screen,appCat.builtin,appCat.communication,appCat.main,appCat.tools,appCat.contact,mood,mood_label
2014-03-20,AS14.02,2014-03-13,2014-03-20,0.2580470337721427,0.16666666666666666,0.65,5685.187334299088,1979.0186666666666,2894.813666666667,275.013,282.76,11.0,7.416666666666667,6.0
2014-03-24,AS14.02,2014-03-17,2014-03-24,0.23692712652083014,0.03333333333333335,0.31666666666666665,5103.2466669877385,1468.677,2587.847,429.51533333333333,280.45533333333333,7.333333333333333,6.816666666666666,8.0
2014-03-25,AS14.02,2014-03-18,2014-03-25,0.20855442585610037,-0.5166666666666667,0.4333333333333333,3921.457000255585,1886.1346666666668,2651.7676666666666,550.8760000000001,73.01333333333334,7.666666666666667,7.133333333333333,7.0
2014-03-30,AS14.02,2014-03-23,2014-03-30,0.2095085420506405,-0.6833333333333332,0.4333333333333333,3780.359666109085,1551.0713333333335,2303.9293333333335,991.4483333333334,81.80366666666667,7.666666666666667,7.05,7.0
2014-04-01,AS14.02,2014-03-25,2014-04-01,0.24478716527982536,-0.8166666666666668,0.7666666666666666,3957.3893319765725,2123.244,1740.7390000000003,825.8759999999999,231.73866666666672,7.0,7.383333333333334,6.0
2014-04-02,AS14.02,2014-03-26,2014-04-02,0.27432280092755196,-0.6,0.44999999999999996,4706.202665885289,1842.3370000000002,1791.9629999999997,1069.6490000000001,257.86166666666674,5.333333333333333,6.933333333333334,6.0
2014-04-03,AS14.02,2014-03-27,2014-04-03,0.3011956446328922,-0.35000000000000003,0.19999999999999996,5665.288666566213,2007.8410000000001,2620.154666666667,759.5533333333333,344.9276666666667,2.3333333333333335,6.516666666666667,6.0
2014-04-04,AS14.02,2014-03-28,2014-04-04,0.28963225277286087,-0.6833333333333332,-3.700743415417188e-17,5783.832667827605,1451.7326666666668,3115.763333333333,987.2036666666667,217.3406666666667,3.0,6.183333333333334,6.0
2014-04-08,AS14.02,2014-04-01,2014-04-08,0.2705757447135044,-0.5666666666666667,0.2333333333333333,4848.940667072932,1191.922,2890.240666666667,817.3296666666665,219.23733333333334,6.0,6.133333333333334,7.0
2014-04-09,AS14.02,2014-04-02,2014-04-09,0.24547708075847155,-0.65,0.31666666666666665,4496.649333635966,1244.4963333333333,2443.612,900.7793333333333,114.89433333333336,9.666666666666666,6.633333333333334,7.0
